Market,Metric,Money,Currency_id,Quantity,Unit_id,Date,Continent,Sub Continent,Country,Organization/author
Travel and Tourism,Visitor Exports,6.90E+12,Indian rupee,,,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,84999302300,United States Dollar,,,12/31/16,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,Investment,34670921950,United States Dollar,,,12/31/27,Asia,Southern Asia,India,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),78044640760,United States Dollar,,,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),1.95E+12,United States Dollar,,,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,1588810,Jobs,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,97822290,Jobs,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,51212561350,United States Dollar,,,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,4.37E+11,United States Dollar,,,12/31/25,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),1.88E+11,United States Dollar,,,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),2.53E+12,United States Dollar,,,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,2090970,Jobs,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,41410470,Jobs,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,688453740,United States Dollar,,,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,4.49E+11,United States Dollar,,,12/31/26,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),2.88E+11,United States Dollar,,,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),6.03E+12,United States Dollar,,,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,3326220,Jobs,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,70194130,Jobs,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,1.23E+11,United States Dollar,,,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,Investment,1.87E+11,United States Dollar,,,12/31/27,Americas,Northern America,United States,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),5.88E+11,United States Dollar,,,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),42382953060,United States Dollar,,,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),2.26E+12,United States Dollar,,,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),7.63E+12,United States Dollar,,,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,99976170,Jobs,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,65948540,Jobs,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,27776390,Jobs,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,31118940,Jobs,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,5.18E+11,United States Dollar,,,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,1.72E+11,United States Dollar,,,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,9.94E+11,United States Dollar,,,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,4.74E+11,United States Dollar,,,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,9.92E+12,United States Dollar,,,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.85E+11,United States Dollar,,,12/31/17,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,7.67E+12,United States Dollar,,,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,8.81E+11,European euro,,,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,6.42E+12,United States Dollar,,,12/31/28,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),10951762380,European euro,,,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),3.75E+11,European euro,,,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),8.31E+12,European euro,,,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),1.27E+12,European euro,,,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,53268620,Jobs,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,42010540,Jobs,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,37088020,Jobs,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,26611350,Jobs,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,8.90E+11,European euro,,,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,3.17E+11,European euro,,,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,3.67E+11,European euro,,,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,1.14E+11,European euro,,,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,4.55E+12,European euro,,,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,1.68E+11,European euro,,,12/31/15,Europe,,,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,6.69E+11,European euro,,,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.26E+12,European euro,,,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,4.63E+11,European euro,,,12/31/26,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),4.75E+12,United States Dollar,,,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),8.73E+12,United States Dollar,,,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),5.15E+12,United States Dollar,,,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),7.17E+13,United States Dollar,,,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),1.01E+12,United States Dollar,,,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),1.56E+12,United States Dollar,,,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),8.14E+11,United States Dollar,,,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,781972380,Jobs,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),9.52E+13,United States Dollar,,,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,200090720,Jobs,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,248752570,Jobs,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,864859180,Jobs,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,84522820,Jobs,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,540502630,Jobs,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,597445640,Jobs,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,796209610,Jobs,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,6.84E+12,United States Dollar,,,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,6.77E+12,United States Dollar,,,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,2.29E+12,United States Dollar,,,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,6.09E+11,United States Dollar,,,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,Investment,56932951500,United States Dollar,,,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,Investment,7.51E+11,United States Dollar,,,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,Investment,5.64E+12,United States Dollar,,,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,Investment,4.10E+12,United States Dollar,,,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,6.96E+12,United States Dollar,,,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,9.95E+12,United States Dollar,,,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,8.74E+12,United States Dollar,,,12/31/15,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,6.81E+12,United States Dollar,,,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,4.20E+11,United States Dollar,,,12/31/17,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,4.80E+12,United States Dollar,,,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.41E+12,United States Dollar,,,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,5.47E+12,United States Dollar,,,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,5.97E+12,United States Dollar,,,12/31/26,,,,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,3.53E+12,United States Dollar,,,12/31/28,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),1.05E+11,United States Dollar,,,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),7.92E+12,United States Dollar,,,12/31/25,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),2.99E+12,United States Dollar,,,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),2.07E+13,United States Dollar,,,12/31/25,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),9.22E+12,United States Dollar,,,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,218846100,Jobs,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),9.11E+12,United States Dollar,,,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,483479080,Jobs,12/31/25,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),9.96E+12,United States Dollar,,,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),9.44E+13,United States Dollar,,,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,676551700,Jobs,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,54866360,Jobs,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,652571750,Jobs,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,492330720,Jobs,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,24218490,Jobs,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,911305170,Jobs,12/31/25,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,6.12E+12,United States Dollar,,,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,9.79E+12,United States Dollar,,,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,2.58E+12,United States Dollar,,,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Investment,1.06E+11,United States Dollar,,,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,8.08E+12,United States Dollar,,,12/31/25,,,,World Travel and Tourism Council
Travel and Tourism,Investment,6.15E+12,United States Dollar,,,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Investment,4.11E+11,United States Dollar,,,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,Investment,8.62E+12,United States Dollar,,,12/31/25,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,9.22E+12,United States Dollar,,,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.56E+12,United States Dollar,,,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,1.13E+12,United States Dollar,,,12/31/16,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.91E+12,United States Dollar,,,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,1.38E+12,United States Dollar,,,12/31/14,,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,3.44E+12,United States Dollar,,,12/24/25,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,4.11E+12,United States Dollar,,,12/31/27,,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,8.10E+12,United States Dollar,,,12/31/25,,,,World Travel and Tourism Council
